ProductID,SKU,Category,UnitPrice,Brand
693,SKU-693,Clothing,6348,Global
694,SKU-694,Home Appliances,9163,Prime
695,SKU-695,Grocery,5464,Prime
696,SKU-696,Grocery,7427,Nova
697,SKU-697,Home Appliances,7797,Global
698,SKU-698,Furniture,131,Elite
699,SKU-699,Grocery,12611,Elite
700,SKU-700,Home Appliances,5917,Prime
701,SKU-701,Grocery,14050,Global
702,SKU-702,Electronics,2734,Prime
703,SKU-703,Home Appliances,2055,Nova
704,SKU-704,Grocery,5588,Prime
705,SKU-705,Clothing,4648,Nova
706,SKU-706,Home Appliances,1368,Nova
707,SKU-707,Furniture,10941,Global
708,SKU-708,Clothing,14592,Softq
709,SKU-709,Electronics,8574,Elite
710,SKU-710,Home Appliances,3945,Prime
711,SKU-711,Furniture,2806,Global
712,SKU-712,Home Appliances,12269,Prime
713,SKU-713,Electronics,12331,Elite
714,SKU-714,Furniture,3373,Elite
715,SKU-715,Furniture,2495,Elite
716,SKU-716,Home Appliances,4577,Global
717,SKU-717,Furniture,14747,Softq
718,SKU-718,Clothing,14126,Prime
719,SKU-719,Home Appliances,8704,Prime
720,SKU-720,Clothing,3164,Elite
721,SKU-721,Home Appliances,11647,Nova
722,SKU-722,Home Appliances,3293,Elite
723,SKU-723,Electronics,6692,Elite
724,SKU-724,Electronics,5388,Elite
725,SKU-725,Clothing,13132,Softq
726,SKU-726,Furniture,14571,Prime
727,SKU-727,Electronics,13118,Elite
728,SKU-728,Furniture,14661,Elite
729,SKU-729,Furniture,2828,Elite
730,SKU-730,Furniture,13783,Global
731,SKU-731,Grocery,10251,Global
732,SKU-732,Furniture,12654,Softq
733,SKU-733,Furniture,939,Prime
734,SKU-734,Grocery,10602,Global
735,SKU-735,Home Appliances,2708,Nova
736,SKU-736,Clothing,5079,Softq
737,SKU-737,Clothing,3273,Nova
738,SKU-738,Clothing,5799,Elite
739,SKU-739,Electronics,829,Softq
740,SKU-740,Electronics,7904,Nova
741,SKU-741,Home Appliances,2339,Softq
742,SKU-742,Home Appliances,9491,Elite
743,SKU-743,Clothing,13719,Elite
744,SKU-744,Electronics,10287,Prime
745,SKU-745,Clothing,7829,Prime
746,SKU-746,Grocery,3661,Elite
747,SKU-747,Clothing,12522,Prime
748,SKU-748,Clothing,5553,Nova
749,SKU-749,Grocery,1104,Elite
750,SKU-750,Electronics,5313,Prime
751,SKU-751,Electronics,12315,Elite
752,SKU-752,Clothing,12131,Softq
753,SKU-753,Grocery,3484,Prime
754,SKU-754,Home Appliances,14312,Nova
755,SKU-755,Home Appliances,1030,Nova
756,SKU-756,Furniture,9990,Elite
757,SKU-757,Clothing,8522,Softq
758,SKU-758,Clothing,4741,Softq
759,SKU-759,Grocery,8560,Elite
760,SKU-760,Electronics,12453,Softq
761,SKU-761,Electronics,7255,Softq
762,SKU-762,Furniture,14510,Prime
763,SKU-763,Home Appliances,4257,Elite
764,SKU-764,Electronics,987,Softq
765,SKU-765,Electronics,13591,Prime
766,SKU-766,Clothing,2412,Softq
767,SKU-767,Furniture,14297,Prime
768,SKU-768,Home Appliances,8755,Elite
769,SKU-769,Electronics,12824,Softq
770,SKU-770,Furniture,14236,Prime
771,SKU-771,Grocery,14725,Global
772,SKU-772,Furniture,8819,Elite
773,SKU-773,Clothing,6079,Elite
774,SKU-774,Grocery,7696,Softq
775,SKU-775,Clothing,13125,Prime
776,SKU-776,Grocery,6538,Elite
777,SKU-777,Clothing,11168,Softq
778,SKU-778,Home Appliances,11994,Nova
779,SKU-779,Clothing,14528,Nova
780,SKU-780,Grocery,10898,Global
781,SKU-781,Electronics,7662,Elite
782,SKU-782,Home Appliances,6224,Global
783,SKU-783,Clothing,6792,Elite
784,SKU-784,Electronics,11755,Softq
785,SKU-785,Grocery,6828,Global
786,SKU-786,Clothing,6643,Prime
787,SKU-787,Electronics,9360,Nova
788,SKU-788,Home Appliances,12365,Elite
789,SKU-789,Furniture,140,Global
790,SKU-790,Home Appliances,5243,Global
791,SKU-791,Grocery,11794,Global
792,SKU-792,Furniture,869,Global
793,SKU-793,Grocery,2052,Global
794,SKU-794,Electronics,11455,Nova
795,SKU-795,Home Appliances,11710,Global
796,SKU-796,Clothing,14623,Elite
797,SKU-797,Furniture,13420,Elite
798,SKU-798,Furniture,8787,Softq
799,SKU-799,Furniture,12122,Softq
800,SKU-800,Furniture,4105,Softq
801,SKU-801,Grocery,1795,Global
802,SKU-802,Electronics,5554,Nova
803,SKU-803,Home Appliances,5924,Softq
804,SKU-804,Furniture,11657,Nova
805,SKU-805,Home Appliances,13593,Global
806,SKU-806,Furniture,13303,Prime
807,SKU-807,Clothing,3787,Elite
808,SKU-808,Clothing,2423,Nova
809,SKU-809,Furniture,13162,Prime
810,SKU-810,Grocery,8484,Nova
811,SKU-811,Clothing,6393,Elite
812,SKU-812,Grocery,8067,Nova
813,SKU-813,Clothing,10724,Elite
814,SKU-814,Electronics,8584,Prime
815,SKU-815,Grocery,12723,Elite
816,SKU-816,Clothing,5417,Prime
817,SKU-817,Clothing,10329,Nova
818,SKU-818,Home Appliances,2438,Nova
819,SKU-819,Furniture,7424,Elite
820,SKU-820,Electronics,11675,Prime
821,SKU-821,Electronics,11755,Global
822,SKU-822,Clothing,12742,Nova
823,SKU-823,Clothing,10311,Nova
824,SKU-824,Furniture,11504,Global
825,SKU-825,Furniture,14173,Softq
826,SKU-826,Electronics,3796,Global
827,SKU-827,Home Appliances,12448,Prime
828,SKU-828,Grocery,4421,Softq
829,SKU-829,Furniture,6716,Softq
830,SKU-830,Grocery,195,Elite
831,SKU-831,Home Appliances,868,Prime
832,SKU-832,Furniture,3850,Prime
833,SKU-833,Clothing,1267,Prime
834,SKU-834,Grocery,9770,Nova
835,SKU-835,Clothing,4176,Global
836,SKU-836,Grocery,3884,Prime
837,SKU-837,Grocery,856,Softq
838,SKU-838,Furniture,13623,Prime
839,SKU-839,Electronics,14964,Nova
840,SKU-840,Grocery,13112,Softq
841,SKU-841,Furniture,1327,Elite
842,SKU-842,Grocery,13194,Softq
843,SKU-843,Clothing,8413,Prime
844,SKU-844,Home Appliances,12719,Nova
845,SKU-845,Furniture,10354,Nova
846,SKU-846,Grocery,8082,Global
847,SKU-847,Furniture,10986,Nova
848,SKU-848,Furniture,13909,Elite
849,SKU-849,Clothing,3310,Global
850,SKU-850,Electronics,2610,Global
851,SKU-851,Home Appliances,2732,Softq
852,SKU-852,Clothing,5099,Softq
853,SKU-853,Grocery,12615,Elite
854,SKU-854,Grocery,11428,Prime
855,SKU-855,Grocery,2231,Softq
856,SKU-856,Grocery,820,Prime
857,SKU-857,Furniture,10947,Prime
858,SKU-858,Furniture,4891,Elite
859,SKU-859,Grocery,7466,Nova
860,SKU-860,Clothing,11364,Nova
861,SKU-861,Furniture,10669,Softq
862,SKU-862,Electronics,12495,Nova
863,SKU-863,Furniture,1494,Prime
864,SKU-864,Clothing,4320,Softq
865,SKU-865,Furniture,5429,Softq
866,SKU-866,Electronics,7919,Nova
867,SKU-867,Grocery,3623,Elite
868,SKU-868,Furniture,13975,Nova
869,SKU-869,Furniture,1190,Nova
870,SKU-870,Clothing,13630,Global
871,SKU-871,Home Appliances,12077,Global
872,SKU-872,Furniture,111,Softq
873,SKU-873,Grocery,10337,Prime
874,SKU-874,Clothing,3989,Elite
875,SKU-875,Home Appliances,13172,Nova
876,SKU-876,Home Appliances,11409,Global
877,SKU-877,Furniture,6786,Prime
878,SKU-878,Home Appliances,4304,Prime
879,SKU-879,Electronics,4862,Elite
880,SKU-880,Home Appliances,4500,Prime
881,SKU-881,Furniture,6286,Nova
882,SKU-882,Electronics,6892,Nova
883,SKU-883,Clothing,3385,Prime
884,SKU-884,Furniture,12108,Nova
885,SKU-885,Grocery,14724,Global
886,SKU-886,Furniture,3986,Elite
887,SKU-887,Electronics,2033,Elite
888,SKU-888,Home Appliances,3749,Elite
889,SKU-889,Electronics,7515,Prime
890,SKU-890,Home Appliances,8750,Nova
891,SKU-891,Furniture,9259,Prime
892,SKU-892,Home Appliances,9515,Nova
893,SKU-893,Furniture,3793,Softq
894,SKU-894,Furniture,11136,Softq
895,SKU-895,Furniture,6119,Softq
896,SKU-896,Clothing,8571,Elite
897,SKU-897,Electronics,8377,Global
898,SKU-898,Grocery,8743,Global
899,SKU-899,Electronics,6968,Prime
900,SKU-900,Grocery,7473,Prime
901,SKU-901,Grocery,9425,Softq
902,SKU-902,Home Appliances,7856,Global
903,SKU-903,Furniture,11305,Prime
904,SKU-904,Home Appliances,9044,Global
905,SKU-905,Electronics,991,Elite
906,SKU-906,Grocery,9458,Global
907,SKU-907,Clothing,12410,Global
908,SKU-908,Furniture,13989,Prime
909,SKU-909,Electronics,13982,Elite
910,SKU-910,Electronics,9732,Softq
911,SKU-911,Electronics,5187,Nova
912,SKU-912,Grocery,13990,Prime
913,SKU-913,Home Appliances,7580,Prime
914,SKU-914,Grocery,2583,Nova
915,SKU-915,Home Appliances,5887,Elite
916,SKU-916,Clothing,4730,Prime
917,SKU-917,Electronics,11849,Softq
918,SKU-918,Grocery,4968,Global
919,SKU-919,Furniture,749,Global
920,SKU-920,Electronics,10226,Nova
921,SKU-921,Furniture,13527,Prime
922,SKU-922,Furniture,1461,Nova
923,SKU-923,Furniture,4063,Prime
924,SKU-924,Furniture,6429,Prime
925,SKU-925,Home Appliances,114,Elite
926,SKU-926,Furniture,6323,Softq
927,SKU-927,Furniture,14595,Softq
928,SKU-928,Furniture,14458,Elite
929,SKU-929,Grocery,5464,Nova
930,SKU-930,Furniture,13183,Global
931,SKU-931,Clothing,6719,Elite
932,SKU-932,Furniture,3361,Elite
933,SKU-933,Electronics,8362,Elite
934,SKU-934,Electronics,7711,Prime
935,SKU-935,Clothing,11245,Softq
936,SKU-936,Home Appliances,984,Elite
937,SKU-937,Clothing,7657,Nova
938,SKU-938,Grocery,9797,Nova
939,SKU-939,Clothing,1905,Global
940,SKU-940,Clothing,2894,Nova
941,SKU-941,Furniture,11903,Prime
942,SKU-942,Home Appliances,9362,Prime
943,SKU-943,Clothing,9509,Softq
944,SKU-944,Clothing,7114,Nova
945,SKU-945,Furniture,12898,Nova
946,SKU-946,Electronics,10918,Elite
947,SKU-947,Home Appliances,8512,Softq
948,SKU-948,Furniture,8312,Global
949,SKU-949,Electronics,10407,Prime
950,SKU-950,Home Appliances,9470,Global
951,SKU-951,Home Appliances,5146,Softq
952,SKU-952,Electronics,11002,Global
953,SKU-953,Furniture,2336,Nova
954,SKU-954,Electronics,12418,Elite
955,SKU-955,Furniture,11689,Nova
956,SKU-956,Grocery,4654,Softq
957,SKU-957,Electronics,4065,Elite
958,SKU-958,Home Appliances,13547,Softq
959,SKU-959,Electronics,2726,Prime
960,SKU-960,Grocery,6563,Global
961,SKU-961,Home Appliances,6686,Global
962,SKU-962,Clothing,14578,Global
963,SKU-963,Furniture,6112,Prime
964,SKU-964,Electronics,754,Elite
965,SKU-965,Grocery,5295,Softq
966,SKU-966,Home Appliances,3080,Elite
967,SKU-967,Electronics,3878,Elite
968,SKU-968,Electronics,14027,Elite
969,SKU-969,Electronics,10953,Prime
970,SKU-970,Home Appliances,2389,Global
971,SKU-971,Electronics,5295,Elite
972,SKU-972,Electronics,3564,Softq
973,SKU-973,Electronics,14867,Elite
974,SKU-974,Grocery,13014,Nova
975,SKU-975,Grocery,14782,Softq
976,SKU-976,Home Appliances,11902,Softq
977,SKU-977,Home Appliances,10148,Elite
978,SKU-978,Electronics,7314,Elite
979,SKU-979,Clothing,4209,Elite
980,SKU-980,Furniture,10845,Prime
981,SKU-981,Clothing,12639,Nova
982,SKU-982,Clothing,10372,Softq
983,SKU-983,Clothing,12655,Prime
984,SKU-984,Electronics,11179,Prime
985,SKU-985,Clothing,13224,Softq
986,SKU-986,Grocery,13871,Global
987,SKU-987,Clothing,7636,Nova
988,SKU-988,Clothing,359,Global
989,SKU-989,Clothing,3016,Nova
990,SKU-990,Electronics,7422,Softq
991,SKU-991,Electronics,3462,Nova
992,SKU-992,Furniture,4599,Softq
993,SKU-993,Electronics,1350,Nova
994,SKU-994,Furniture,3787,Global
995,SKU-995,Home Appliances,10397,Softq
996,SKU-996,Home Appliances,13336,Prime
997,SKU-997,Home Appliances,8639,Global
998,SKU-998,Clothing,13637,Elite
999,SKU-999,Electronics,5438,Softq
1000,SKU-1000,Clothing,8771,Prime
1001,SKU-1001,Home Appliances,7074,Prime
1002,SKU-1002,Clothing,1046,Prime
1003,SKU-1003,Clothing,276,Prime
1004,SKU-1004,Electronics,12323,Elite
1005,SKU-1005,Home Appliances,11851,Prime
1006,SKU-1006,Grocery,13817,Softq
1007,SKU-1007,Clothing,13960,Nova
1008,SKU-1008,Electronics,2642,Nova
1009,SKU-1009,Grocery,4019,Prime
1010,SKU-1010,Electronics,14602,Elite
1011,SKU-1011,Furniture,13452,Softq
1012,SKU-1012,Electronics,104,Global
1013,SKU-1013,Electronics,13040,Nova
1014,SKU-1014,Furniture,14909,Global
1015,SKU-1015,Electronics,1584,Elite
1016,SKU-1016,Electronics,8662,Prime
1017,SKU-1017,Home Appliances,6405,Elite
1018,SKU-1018,Grocery,8133,Softq
1019,SKU-1019,Clothing,2243,Prime
1020,SKU-1020,Clothing,10194,Softq
1021,SKU-1021,Clothing,14856,Softq
1022,SKU-1022,Home Appliances,3877,Global
1023,SKU-1023,Furniture,316,Elite
1024,SKU-1024,Clothing,14116,Elite
1025,SKU-1025,Home Appliances,10631,Elite
1026,SKU-1026,Clothing,406,Softq
1027,SKU-1027,Furniture,12703,Elite
1028,SKU-1028,Grocery,2863,Nova
1029,SKU-1029,Home Appliances,8390,Softq
1030,SKU-1030,Home Appliances,1752,Elite
1031,SKU-1031,Home Appliances,5333,Softq
1032,SKU-1032,Electronics,13781,Global
1033,SKU-1033,Home Appliances,2860,Prime
1034,SKU-1034,Furniture,394,Prime
1035,SKU-1035,Furniture,10575,Elite
1036,SKU-1036,Grocery,3362,Global
1037,SKU-1037,Electronics,2240,Global
1038,SKU-1038,Electronics,10912,Softq
1039,SKU-1039,Furniture,3739,Prime
1040,SKU-1040,Home Appliances,7841,Global
1041,SKU-1041,Clothing,14604,Nova
1042,SKU-1042,Furniture,4461,Elite
1043,SKU-1043,Clothing,1230,Elite
1044,SKU-1044,Clothing,4071,Softq
1045,SKU-1045,Grocery,12746,Global
1046,SKU-1046,Furniture,9672,Elite
1047,SKU-1047,Furniture,14942,Elite
1048,SKU-1048,Electronics,9741,Global
1049,SKU-1049,Grocery,5110,Softq
1050,SKU-1050,Furniture,14268,Softq
1051,SKU-1051,Furniture,1649,Prime
1052,SKU-1052,Clothing,7993,Softq
1053,SKU-1053,Clothing,238,Elite
1054,SKU-1054,Home Appliances,5316,Global
1055,SKU-1055,Grocery,5142,Nova
1056,SKU-1056,Clothing,3855,Elite
1057,SKU-1057,Electronics,1587,Elite
1058,SKU-1058,Clothing,9657,Softq
1059,SKU-1059,Electronics,5617,Prime
1060,SKU-1060,Electronics,8254,Global
1061,SKU-1061,Home Appliances,9204,Elite
1062,SKU-1062,Clothing,14072,Global
1063,SKU-1063,Grocery,14616,Prime
1064,SKU-1064,Grocery,14541,Global
1065,SKU-1065,Electronics,6987,Softq
1066,SKU-1066,Home Appliances,3865,Softq
1067,SKU-1067,Electronics,367,Prime
1068,SKU-1068,Furniture,1315,Softq
1069,SKU-1069,Electronics,3886,Softq
1070,SKU-1070,Grocery,12572,Global
1071,SKU-1071,Electronics,1832,Prime
1072,SKU-1072,Clothing,9389,Nova
1073,SKU-1073,Electronics,9542,Softq
1074,SKU-1074,Home Appliances,11614,Softq
1075,SKU-1075,Electronics,12755,Elite
1076,SKU-1076,Clothing,11177,Prime
1077,SKU-1077,Clothing,5949,Softq
1078,SKU-1078,Home Appliances,6289,Prime
1079,SKU-1079,Home Appliances,5048,Prime
1080,SKU-1080,Furniture,14469,Prime
1081,SKU-1081,Clothing,8156,Prime
1082,SKU-1082,Electronics,12829,Nova
1083,SKU-1083,Home Appliances,1041,Elite
1084,SKU-1084,Furniture,2429,Global
1085,SKU-1085,Electronics,1108,Prime
1086,SKU-1086,Electronics,12693,Nova
1087,SKU-1087,Grocery,2110,Global
1088,SKU-1088,Home Appliances,339,Softq
1089,SKU-1089,Electronics,9124,Softq
1090,SKU-1090,Clothing,2744,Elite
1091,SKU-1091,Grocery,6422,Nova
1092,SKU-1092,Grocery,4366,Global
1093,SKU-1093,Furniture,11681,Elite
1094,SKU-1094,Home Appliances,5408,Prime
1095,SKU-1095,Electronics,5976,Prime
1096,SKU-1096,Grocery,6364,Softq
1097,SKU-1097,Electronics,9620,Softq
1098,SKU-1098,Electronics,7032,Global
1099,SKU-1099,Electronics,11300,Elite
1100,SKU-1100,Electronics,5720,Elite
1101,SKU-1101,Home Appliances,5064,Prime
1102,SKU-1102,Grocery,6461,Prime
1103,SKU-1103,Electronics,8562,Global
1104,SKU-1104,Home Appliances,3950,Elite
1105,SKU-1105,Furniture,4116,Softq
1106,SKU-1106,Clothing,10747,Nova
1107,SKU-1107,Furniture,10259,Global
1108,SKU-1108,Home Appliances,3195,Nova
1109,SKU-1109,Furniture,1801,Elite
1110,SKU-1110,Clothing,4973,Nova
1111,SKU-1111,Grocery,6205,Nova
1112,SKU-1112,Electronics,13085,Elite
1113,SKU-1113,Grocery,2179,Global
1114,SKU-1114,Grocery,7585,Elite
1115,SKU-1115,Clothing,727,Softq
1116,SKU-1116,Clothing,13193,Softq
1117,SKU-1117,Furniture,8324,Global
1118,SKU-1118,Electronics,13370,Nova
1119,SKU-1119,Clothing,8407,Softq
1120,SKU-1120,Home Appliances,7852,Nova
1121,SKU-1121,Clothing,14304,Softq
1122,SKU-1122,Clothing,1982,Nova
1123,SKU-1123,Clothing,8124,Prime
1124,SKU-1124,Clothing,6323,Softq
1125,SKU-1125,Furniture,2569,Prime
1126,SKU-1126,Furniture,9095,Softq
1127,SKU-1127,Grocery,4983,Softq
1128,SKU-1128,Grocery,4649,Nova
1129,SKU-1129,Furniture,1268,Prime
1130,SKU-1130,Clothing,12035,Prime
1131,SKU-1131,Clothing,9418,Prime
1132,SKU-1132,Grocery,9165,Softq
1133,SKU-1133,Electronics,8547,Softq
1134,SKU-1134,Clothing,2442,Prime
1135,SKU-1135,Electronics,10725,Softq
1136,SKU-1136,Electronics,2994,Prime
1137,SKU-1137,Home Appliances,11601,Elite
1138,SKU-1138,Furniture,4531,Global
1139,SKU-1139,Grocery,12807,Global
1140,SKU-1140,Clothing,4612,Elite
1141,SKU-1141,Home Appliances,11538,Softq
1142,SKU-1142,Furniture,4336,Elite
1143,SKU-1143,Furniture,9669,Global
1144,SKU-1144,Grocery,10061,Elite
1145,SKU-1145,Grocery,11359,Nova
1146,SKU-1146,Clothing,10752,Elite
1147,SKU-1147,Electronics,6912,Global
1148,SKU-1148,Home Appliances,6402,Nova
1149,SKU-1149,Clothing,12858,Prime
1150,SKU-1150,Clothing,1921,Nova
1151,SKU-1151,Grocery,1651,Softq
1152,SKU-1152,Home Appliances,5456,Elite
1153,SKU-1153,Electronics,14644,Nova
1154,SKU-1154,Furniture,11182,Elite
1155,SKU-1155,Grocery,8124,Global
1156,SKU-1156,Furniture,7079,Softq
1157,SKU-1157,Clothing,11128,Nova
1158,SKU-1158,Furniture,4371,Prime
1159,SKU-1159,Grocery,10624,Elite
1160,SKU-1160,Furniture,14615,Global
1161,SKU-1161,Furniture,4974,Elite
1162,SKU-1162,Grocery,9974,Softq
1163,SKU-1163,Electronics,8755,Elite
1164,SKU-1164,Clothing,7711,Softq
1165,SKU-1165,Clothing,12832,Global
1166,SKU-1166,Clothing,4413,Nova
1167,SKU-1167,Grocery,14027,Elite
1168,SKU-1168,Electronics,1928,Softq
1169,SKU-1169,Home Appliances,3944,Global
1170,SKU-1170,Grocery,1099,Prime
1171,SKU-1171,Furniture,7949,Nova
1172,SKU-1172,Grocery,5376,Elite
1173,SKU-1173,Home Appliances,12997,Prime
1174,SKU-1174,Home Appliances,9844,Global
1175,SKU-1175,Home Appliances,12890,Nova
1176,SKU-1176,Grocery,7668,Softq
1177,SKU-1177,Electronics,9473,Nova
1178,SKU-1178,Grocery,1855,Global
1179,SKU-1179,Electronics,10986,Elite
1180,SKU-1180,Electronics,5434,Nova
1181,SKU-1181,Furniture,2697,Prime
1182,SKU-1182,Clothing,3840,Softq
1183,SKU-1183,Furniture,7796,Softq
1184,SKU-1184,Home Appliances,579,Prime
1185,SKU-1185,Electronics,7180,Elite
1186,SKU-1186,Furniture,7893,Prime
1187,SKU-1187,Grocery,14132,Softq
1188,SKU-1188,Grocery,2997,Prime
1189,SKU-1189,Electronics,2479,Prime
1190,SKU-1190,Electronics,8930,Global
1191,SKU-1191,Electronics,4716,Nova
1192,SKU-1192,Electronics,4909,Global
1193,SKU-1193,Home Appliances,7083,Nova
1194,SKU-1194,Furniture,8391,Elite
1195,SKU-1195,Furniture,14008,Elite
1196,SKU-1196,Clothing,3830,Nova
1197,SKU-1197,Home Appliances,14652,Softq
1198,SKU-1198,Home Appliances,3100,Softq
1199,SKU-1199,Furniture,3024,Global
1200,SKU-1200,Electronics,948,Softq
1201,SKU-1201,Home Appliances,9539,Softq
1202,SKU-1202,Grocery,977,Elite
1203,SKU-1203,Furniture,5467,Softq
1204,SKU-1204,Clothing,12366,Elite
1205,SKU-1205,Grocery,4416,Elite
1206,SKU-1206,Furniture,14857,Global
1207,SKU-1207,Home Appliances,4938,Prime
1208,SKU-1208,Grocery,13569,Prime
1209,SKU-1209,Furniture,713,Elite
1210,SKU-1210,Electronics,2419,Global
1211,SKU-1211,Clothing,14730,Nova
1212,SKU-1212,Clothing,13035,Softq
1213,SKU-1213,Clothing,7670,Nova
1214,SKU-1214,Grocery,10281,Prime
1215,SKU-1215,Electronics,9482,Global
1216,SKU-1216,Grocery,7759,Global
1217,SKU-1217,Furniture,14686,Softq
1218,SKU-1218,Electronics,10194,Prime
1219,SKU-1219,Furniture,407,Softq
1220,SKU-1220,Electronics,11297,Softq
1221,SKU-1221,Electronics,11506,Global
1222,SKU-1222,Furniture,4217,Nova
1223,SKU-1223,Home Appliances,9962,Prime
1224,SKU-1224,Grocery,12226,Prime
1225,SKU-1225,Electronics,3441,Prime
1226,SKU-1226,Grocery,772,Elite
1227,SKU-1227,Grocery,7567,Prime
1228,SKU-1228,Clothing,7317,Prime
1229,SKU-1229,Home Appliances,759,Softq
1230,SKU-1230,Electronics,14005,Softq
1231,SKU-1231,Grocery,5877,Nova
1232,SKU-1232,Home Appliances,6624,Nova
1233,SKU-1233,Home Appliances,1567,Nova
1234,SKU-1234,Grocery,5789,Nova
1235,SKU-1235,Furniture,11911,Nova
1236,SKU-1236,Electronics,7099,Elite
1237,SKU-1237,Electronics,10801,Global
1238,SKU-1238,Home Appliances,13034,Elite
1239,SKU-1239,Furniture,8679,Softq
1240,SKU-1240,Electronics,146,Global
1241,SKU-1241,Furniture,4966,Nova
1242,SKU-1242,Clothing,3960,Global
1243,SKU-1243,Grocery,11611,Nova
1244,SKU-1244,Clothing,12262,Softq
1245,SKU-1245,Furniture,13397,Global
1246,SKU-1246,Home Appliances,3690,Softq
1247,SKU-1247,Home Appliances,10558,Nova
1248,SKU-1248,Home Appliances,6709,Prime
1249,SKU-1249,Grocery,8198,Softq
1250,SKU-1250,Grocery,5709,Prime
1251,SKU-1251,Furniture,2115,Elite
1252,SKU-1252,Grocery,10052,Prime
1253,SKU-1253,Furniture,5264,Global
1254,SKU-1254,Electronics,3131,Softq
1255,SKU-1255,Home Appliances,354,Global
1256,SKU-1256,Grocery,11718,Elite
1257,SKU-1257,Electronics,10258,Elite
1258,SKU-1258,Electronics,7626,Nova
1259,SKU-1259,Clothing,11366,Global
1260,SKU-1260,Electronics,10275,Elite
1261,SKU-1261,Clothing,12047,Prime
1262,SKU-1262,Clothing,9202,Elite
1263,SKU-1263,Grocery,13914,Prime
1264,SKU-1264,Home Appliances,14383,Global
1265,SKU-1265,Home Appliances,6874,Softq
1266,SKU-1266,Grocery,7932,Prime
1267,SKU-1267,Electronics,9446,Softq
1268,SKU-1268,Grocery,903,Global
1269,SKU-1269,Clothing,9209,Nova
1270,SKU-1270,Grocery,4527,Nova
1271,SKU-1271,Furniture,4850,Elite
1272,SKU-1272,Grocery,8452,Global
1273,SKU-1273,Furniture,3490,Prime
1274,SKU-1274,Grocery,3198,Elite
1275,SKU-1275,Electronics,4505,Nova
1276,SKU-1276,Home Appliances,1014,Nova
1277,SKU-1277,Furniture,187,Softq
1278,SKU-1278,Clothing,2138,Softq
1279,SKU-1279,Electronics,12246,Prime
1280,SKU-1280,Electronics,6506,Global
1281,SKU-1281,Electronics,10105,Prime
1282,SKU-1282,Home Appliances,12756,Prime
1283,SKU-1283,Electronics,8896,Softq
1284,SKU-1284,Clothing,8654,Prime
1285,SKU-1285,Home Appliances,5377,Global
1286,SKU-1286,Clothing,4215,Prime
1287,SKU-1287,Furniture,6564,Global
1288,SKU-1288,Home Appliances,3083,Global
1289,SKU-1289,Electronics,8252,Softq
1290,SKU-1290,Grocery,3219,Nova
1291,SKU-1291,Furniture,3041,Global
1292,SKU-1292,Furniture,557,Global
1293,SKU-1293,Grocery,11445,Elite
1294,SKU-1294,Clothing,13093,Softq
1295,SKU-1295,Clothing,992,Global
1296,SKU-1296,Clothing,12048,Elite
1297,SKU-1297,Grocery,6727,Elite
1298,SKU-1298,Home Appliances,7895,Nova
1299,SKU-1299,Clothing,9729,Elite
1300,SKU-1300,Furniture,14711,Global
1301,SKU-1301,Furniture,9716,Global
1302,SKU-1302,Home Appliances,11232,Elite
1303,SKU-1303,Electronics,13094,Nova
1304,SKU-1304,Clothing,11193,Nova
1305,SKU-1305,Electronics,4111,Prime
1306,SKU-1306,Electronics,13876,Softq
1307,SKU-1307,Clothing,14635,Global
1308,SKU-1308,Electronics,3564,Global
1309,SKU-1309,Electronics,10896,Nova
1310,SKU-1310,Grocery,2898,Nova
1311,SKU-1311,Clothing,3726,Nova
1312,SKU-1312,Home Appliances,2459,Prime
1313,SKU-1313,Home Appliances,3682,Elite
1314,SKU-1314,Grocery,6102,Global
1315,SKU-1315,Electronics,6169,Nova
1316,SKU-1316,Clothing,9609,Softq
1317,SKU-1317,Home Appliances,7331,Global
1318,SKU-1318,Grocery,6722,Global
1319,SKU-1319,Grocery,1647,Nova
1320,SKU-1320,Clothing,5210,Global
1321,SKU-1321,Home Appliances,2646,Softq
1322,SKU-1322,Furniture,6439,Prime
1323,SKU-1323,Electronics,11353,Elite
1324,SKU-1324,Home Appliances,3783,Nova
1325,SKU-1325,Electronics,10381,Global
1326,SKU-1326,Home Appliances,8468,Global
1327,SKU-1327,Electronics,5300,Global
1328,SKU-1328,Clothing,6927,Softq
1329,SKU-1329,Grocery,1667,Nova
1330,SKU-1330,Grocery,3533,Elite
1331,SKU-1331,Home Appliances,12476,Elite
1332,SKU-1332,Grocery,14227,Softq
1333,SKU-1333,Grocery,2908,Global
1334,SKU-1334,Furniture,3494,Elite
1335,SKU-1335,Electronics,13399,Global
1336,SKU-1336,Clothing,345,Softq
1337,SKU-1337,Electronics,14560,Nova
1338,SKU-1338,Electronics,5069,Softq
1339,SKU-1339,Furniture,2795,Prime
1340,SKU-1340,Grocery,6462,Prime
1341,SKU-1341,Clothing,450,Prime
1342,SKU-1342,Home Appliances,8665,Prime
1343,SKU-1343,Clothing,1194,Softq
1344,SKU-1344,Electronics,277,Softq
1345,SKU-1345,Furniture,6748,Prime
1346,SKU-1346,Furniture,881,Softq
1347,SKU-1347,Grocery,10221,Elite
1348,SKU-1348,Grocery,14911,Global
1349,SKU-1349,Clothing,5313,Elite
1350,SKU-1350,Grocery,14012,Prime
1351,SKU-1351,Furniture,12275,Elite
1352,SKU-1352,Clothing,10006,Nova
