OrderID,OrderDate,CustomerID,ProductID,Quantity,OrderValue,OrderStatus,PaymentMethod,Rating,OrderYear,OrderMonth,OrderYearMonth,ComputedValue,ValueVariance,ValueVariancePct,IsDeliveredRating,IsOrderValueOutlier,IsPartialPeriod
25234,2024-12-17,3672,555,2,12762,Cancelled,Card,2,2024,12,2024-12,17434,-4672,-0.268,N,N,N
25235,2025-01-15,22510,1565,1,1329,Delivered,COD,4,2025,1,2025-01,12588,-11259,-0.8944,Y,N,N
25236,2024-12-10,16916,1512,1,8000,Cancelled,NetBanking,5,2024,12,2024-12,13411,-5411,-0.4035,N,N,N
25237,2024-08-29,13074,1246,1,7731,Delivered,Card,4,2024,8,2024-08,3690,4041,1.0951,Y,N,N
25238,2024-08-28,398,996,3,26532,Shipped,Card,4,2024,8,2024-08,40008,-13476,-0.3368,N,N,N
25239,2025-10-30,12748,419,4,6856,Delivered,Card,5,2025,10,2025-10,49596,-42740,-0.8618,Y,N,N
25240,2024-06-17,13671,364,1,8539,Cancelled,Wallet,1,2024,6,2024-06,4342,4197,0.9666,N,N,N
25241,2024-02-17,22277,995,2,7392,Returned,Wallet,5,2024,2,2024-02,20794,-13402,-0.6445,N,N,N
25242,2025-09-23,16582,559,3,19392,Delivered,UPI,1,2025,9,2025-09,5304,14088,2.6561,Y,N,N
25243,2026-04-14,4597,1219,2,3568,Delivered,NetBanking,3,2026,4,2026-04,814,2754,3.3833,Y,N,N
25244,2026-06-07,18290,879,5,35790,Cancelled,UPI,5,2026,6,2026-06,24310,11480,0.4722,N,N,N
25245,2026-05-06,2908,459,5,49140,Delivered,COD,3,2026,5,2026-05,74260,-25120,-0.3383,Y,Y,N
25246,2024-01-09,13873,1171,4,34404,Delivered,NetBanking,1,2024,1,2024-01,31796,2608,0.082,Y,N,N
25247,2024-03-10,3956,293,2,5180,Delivered,NetBanking,3,2024,3,2024-03,10986,-5806,-0.5285,Y,N,N
25248,2026-05-13,15044,1075,3,28638,Cancelled,UPI,4,2026,5,2026-05,38265,-9627,-0.2516,N,N,N
25249,2024-04-16,8181,99,5,34540,Delivered,Wallet,4,2024,4,2024-04,14170,20370,1.4375,Y,N,N
25250,2026-03-11,7172,327,4,37036,Delivered,NetBanking,2,2026,3,2026-03,25336,11700,0.4618,Y,N,N
25251,2026-05-01,4983,7,2,11580,Delivered,UPI,1,2026,5,2026-05,9510,2070,0.2177,Y,N,N
25252,2024-10-26,15189,1590,4,29636,Delivered,NetBanking,3,2024,10,2024-10,16448,13188,0.8018,Y,N,N
25253,2025-11-15,20050,1586,1,5942,Delivered,Wallet,4,2025,11,2025-11,12064,-6122,-0.5075,Y,N,N
25254,2025-09-16,18855,309,1,6846,Delivered,COD,2,2025,9,2025-09,2709,4137,1.5271,Y,N,N
25255,2025-02-15,3762,241,5,47380,Cancelled,NetBanking,5,2025,2,2025-02,32965,14415,0.4373,N,N,N
25256,2025-02-10,12262,1505,1,9042,Returned,COD,5,2025,2,2025-02,10669,-1627,-0.1525,N,N,N
25257,2024-06-20,148,711,3,18003,Shipped,UPI,1,2024,6,2024-06,8418,9585,1.1386,N,N,N
25258,2024-03-29,14785,216,5,47460,Returned,UPI,3,2024,3,2024-03,17000,30460,1.7918,N,N,N
25259,2025-11-18,12073,723,5,41785,Returned,UPI,5,2025,11,2025-11,33460,8325,0.2488,N,N,N
25260,2025-07-01,10108,161,5,22745,Delivered,UPI,4,2025,7,2025-07,41820,-19075,-0.4561,Y,N,N
25261,2025-09-12,19699,169,1,6021,Shipped,NetBanking,4,2025,9,2025-09,1048,4973,4.7452,N,N,N
25262,2025-10-01,17560,1531,5,37210,Cancelled,Wallet,3,2025,10,2025-10,11790,25420,2.1561,N,N,N
25263,2024-12-28,23231,368,5,43650,Shipped,Wallet,3,2024,12,2024-12,63465,-19815,-0.3122,N,N,N
25264,2025-04-26,7944,272,3,14379,Cancelled,UPI,5,2025,4,2025-04,11328,3051,0.2693,N,N,N
25265,2024-08-22,9992,1232,3,4377,Delivered,UPI,4,2024,8,2024-08,19872,-15495,-0.7797,Y,N,N
25266,2024-04-01,11717,1204,1,9416,Delivered,COD,4,2024,4,2024-04,12366,-2950,-0.2386,Y,N,N
25267,2025-06-13,19095,1427,5,48160,Delivered,Wallet,2,2025,6,2025-06,70735,-22575,-0.3191,Y,Y,N
25268,2024-08-13,18901,1714,5,10735,Shipped,COD,2,2024,8,2024-08,72875,-62140,-0.8527,N,N,N
25269,2025-06-26,15556,1893,5,22345,Delivered,COD,1,2025,6,2025-06,73210,-50865,-0.6948,Y,N,N
25270,2025-06-04,7526,1414,5,43260,Cancelled,UPI,4,2025,6,2025-06,74625,-31365,-0.4203,N,N,N
25271,2025-02-27,6763,338,4,37480,Shipped,UPI,5,2025,2,2025-02,23640,13840,0.5854,N,N,N
25272,2025-05-22,484,163,3,10197,Delivered,COD,1,2025,5,2025-05,3660,6537,1.7861,Y,N,N
25273,2025-01-05,18319,36,1,3246,Cancelled,UPI,1,2025,1,2025-01,4462,-1216,-0.2725,N,N,N
25274,2025-08-16,5031,1543,5,47200,Cancelled,NetBanking,5,2025,8,2025-08,29965,17235,0.5752,N,N,N
25275,2024-01-22,18327,1949,3,14418,Delivered,NetBanking,2,2024,1,2024-01,3696,10722,2.901,Y,N,N
25276,2025-04-17,23236,573,4,20624,Shipped,UPI,2,2025,4,2025-04,41692,-21068,-0.5053,N,N,N
25277,2024-09-23,14442,1438,1,7366,Shipped,COD,2,2024,9,2024-09,948,6418,6.77,N,N,N
25278,2025-07-02,5058,645,5,8285,Shipped,Card,3,2025,7,2025-07,71915,-63630,-0.8848,N,N,N
25279,2024-07-03,6874,1748,3,2937,Returned,COD,2,2024,7,2024-07,11706,-8769,-0.7491,N,N,N
25280,2026-02-20,23042,745,1,1995,Shipped,COD,5,2026,2,2026-02,7829,-5834,-0.7452,N,N,N
25281,2026-02-13,6068,1484,5,13525,Delivered,Card,2,2026,2,2026-02,60330,-46805,-0.7758,Y,N,N
25282,2024-06-19,16141,892,3,18774,Shipped,COD,3,2024,6,2024-06,28545,-9771,-0.3423,N,N,N
25283,2025-11-04,5210,627,2,798,Delivered,COD,2,2025,11,2025-11,14076,-13278,-0.9433,Y,N,N
25284,2024-12-03,6433,1445,3,28641,Returned,COD,5,2024,12,2024-12,42939,-14298,-0.333,N,N,N
25285,2024-12-25,8206,1517,3,20562,Shipped,Wallet,3,2024,12,2024-12,16188,4374,0.2702,N,N,N
25286,2025-04-14,3413,39,1,3432,Cancelled,COD,2,2025,4,2025-04,602,2830,4.701,N,N,N
25287,2026-01-15,19000,33,5,5800,Delivered,Wallet,5,2026,1,2026-01,21320,-15520,-0.728,Y,N,N
25288,2024-08-18,24439,625,2,7812,Delivered,NetBanking,3,2024,8,2024-08,6674,1138,0.1705,Y,N,N
25289,2024-12-25,3667,948,4,2404,Delivered,Wallet,2,2024,12,2024-12,33248,-30844,-0.9277,Y,N,N
25290,2025-04-28,20160,961,3,13386,Shipped,COD,2,2025,4,2025-04,20058,-6672,-0.3326,N,N,N
25291,2024-11-15,20044,94,4,21292,Delivered,COD,3,2024,11,2024-11,47076,-25784,-0.5477,Y,N,N
25292,2024-12-02,3601,1910,1,8356,Delivered,Card,5,2024,12,2024-12,5953,2403,0.4037,Y,N,N
25293,2025-03-31,13440,1069,1,7740,Delivered,Wallet,2,2025,3,2025-03,3886,3854,0.9918,Y,N,N
25294,2024-05-12,21382,1520,2,1162,Shipped,Card,5,2024,5,2024-05,20218,-19056,-0.9425,N,N,N
25295,2025-04-08,5348,218,4,26988,Delivered,UPI,1,2025,4,2025-04,10880,16108,1.4805,Y,N,N
25296,2025-12-21,5149,517,4,21060,Delivered,NetBanking,4,2025,12,2025-12,23392,-2332,-0.0997,Y,N,N
25297,2025-06-18,10076,1285,1,6436,Shipped,NetBanking,2,2025,6,2025-06,5377,1059,0.1969,N,N,N
25298,2025-01-14,9166,1682,2,13332,Delivered,COD,1,2025,1,2025-01,2732,10600,3.8799,Y,N,N
25299,2026-02-13,17625,1445,1,7844,Delivered,Wallet,5,2026,2,2026-02,14313,-6469,-0.452,Y,N,N
25300,2025-07-27,20343,400,5,39850,Shipped,Wallet,4,2025,7,2025-07,46845,-6995,-0.1493,N,N,N
25301,2024-08-03,8395,1412,4,15368,Delivered,COD,2,2024,8,2024-08,43048,-27680,-0.643,Y,N,N
25302,2025-04-15,15431,168,4,38788,Delivered,Wallet,5,2025,4,2025-04,45460,-6672,-0.1468,Y,N,N
25303,2025-04-01,8683,1925,3,7416,Delivered,COD,3,2025,4,2025-04,5361,2055,0.3833,Y,N,N
25304,2024-10-29,18329,922,4,31712,Delivered,Card,1,2024,10,2024-10,5844,25868,4.4264,Y,N,N
25305,2025-04-21,6992,1018,5,46510,Cancelled,NetBanking,1,2025,4,2025-04,40665,5845,0.1437,N,N,N
25306,2025-01-23,16144,1213,2,16454,Cancelled,NetBanking,3,2025,1,2025-01,15340,1114,0.0726,N,N,N
25307,2024-03-12,11943,1295,4,740,Returned,Card,2,2024,3,2024-03,3968,-3228,-0.8135,N,N,N
25308,2025-01-11,14835,1646,4,39136,Returned,COD,1,2025,1,2025-01,45048,-5912,-0.1312,N,N,N
25309,2026-06-26,15046,1366,3,26406,Delivered,UPI,3,2026,6,2026-06,12087,14319,1.1847,Y,N,N
25310,2024-11-04,984,914,4,11876,Returned,Wallet,2,2024,11,2024-11,10332,1544,0.1494,N,N,N
25311,2024-10-17,1870,788,3,3600,Cancelled,Card,4,2024,10,2024-10,37095,-33495,-0.903,N,N,N
25312,2024-04-19,1931,580,3,4596,Returned,Card,1,2024,4,2024-04,7758,-3162,-0.4076,N,N,N
25313,2024-01-19,3140,1993,1,2853,Delivered,NetBanking,5,2024,1,2024-01,4107,-1254,-0.3053,Y,N,N
25314,2025-12-12,19863,1185,5,27470,Returned,COD,2,2025,12,2025-12,35900,-8430,-0.2348,N,N,N
25315,2025-08-22,2892,661,4,13920,Shipped,Card,2,2025,8,2025-08,20296,-6376,-0.3142,N,N,N
25316,2024-06-06,12132,350,4,11628,Returned,Wallet,1,2024,6,2024-06,35764,-24136,-0.6749,N,N,N
25317,2024-12-07,22976,290,2,8812,Delivered,UPI,2,2024,12,2024-12,22370,-13558,-0.6061,Y,N,N
25318,2025-10-21,22693,1190,5,29235,Delivered,NetBanking,1,2025,10,2025-10,44650,-15415,-0.3452,Y,N,N
25319,2025-04-14,11964,67,3,22209,Delivered,COD,5,2025,4,2025-04,33360,-11151,-0.3343,Y,N,N
25320,2024-08-17,9384,172,1,4357,Delivered,COD,5,2024,8,2024-08,8429,-4072,-0.4831,Y,N,N
25321,2024-07-14,3035,645,1,2535,Returned,NetBanking,2,2024,7,2024-07,14383,-11848,-0.8238,N,N,N
25322,2026-04-05,15670,229,2,14854,Delivered,Card,4,2026,4,2026-04,9894,4960,0.5013,Y,N,N
25323,2026-05-10,224,1940,4,19248,Shipped,Wallet,1,2026,5,2026-05,27864,-8616,-0.3092,N,N,N
25324,2025-12-24,19922,1182,4,26520,Delivered,NetBanking,1,2025,12,2025-12,15360,11160,0.7266,Y,N,N
25325,2024-11-17,14346,1816,4,2136,Shipped,NetBanking,4,2024,11,2024-11,46636,-44500,-0.9542,N,N,N
25326,2025-03-13,10466,1307,2,3448,Shipped,COD,5,2025,3,2025-03,29270,-25822,-0.8822,N,N,N
25327,2026-03-01,10792,1043,4,1044,Delivered,COD,2,2026,3,2026-03,4920,-3876,-0.7878,Y,N,N
25328,2025-11-28,24602,1364,2,12754,Delivered,Card,5,2025,11,2025-11,7830,4924,0.6289,Y,N,N
25329,2025-04-25,5190,330,5,8400,Delivered,UPI,4,2025,4,2025-04,17815,-9415,-0.5285,Y,N,N
25330,2024-09-28,15934,53,2,15898,Delivered,COD,4,2024,9,2024-09,27768,-11870,-0.4275,Y,N,N
25331,2025-11-02,3878,977,2,16726,Returned,NetBanking,2,2025,11,2025-11,20296,-3570,-0.1759,N,N,N
25332,2025-06-13,24001,292,3,7857,Delivered,COD,3,2025,6,2025-06,4935,2922,0.5921,Y,N,N
25333,2026-03-27,4134,806,4,25596,Shipped,COD,3,2026,3,2026-03,53212,-27616,-0.519,N,N,N
25334,2026-01-12,24770,1932,1,4624,Cancelled,COD,4,2026,1,2026-01,3742,882,0.2357,N,N,N
25335,2025-11-17,12645,1886,2,19534,Cancelled,Card,4,2025,11,2025-11,15240,4294,0.2818,N,N,N
25336,2024-11-01,5489,1320,5,30850,Delivered,Card,3,2024,11,2024-11,26050,4800,0.1843,Y,N,N
25337,2024-09-26,24128,541,2,334,Shipped,UPI,3,2024,9,2024-09,2832,-2498,-0.8821,N,N,N
25338,2025-02-01,9777,1075,4,7296,Delivered,Wallet,2,2025,2,2025-02,51020,-43724,-0.857,Y,N,N
25339,2024-09-05,15868,1910,4,13620,Delivered,NetBanking,4,2024,9,2024-09,23812,-10192,-0.428,Y,N,N
25340,2025-11-01,14061,511,5,43450,Shipped,Card,1,2025,11,2025-11,60335,-16885,-0.2799,N,N,N
25341,2025-06-05,16154,777,1,3399,Cancelled,NetBanking,1,2025,6,2025-06,11168,-7769,-0.6956,N,N,N
25342,2025-06-16,8906,928,1,8083,Delivered,UPI,1,2025,6,2025-06,14458,-6375,-0.4409,Y,N,N
25343,2026-06-12,19993,1947,3,26091,Delivered,NetBanking,1,2026,6,2026-06,33171,-7080,-0.2134,Y,N,N
25344,2025-11-29,5192,91,1,6577,Shipped,Wallet,2,2025,11,2025-11,10445,-3868,-0.3703,N,N,N
25345,2024-05-21,19967,918,3,1356,Delivered,Card,2,2024,5,2024-05,14904,-13548,-0.909,Y,N,N
25346,2025-04-10,15069,371,2,19614,Returned,UPI,2,2025,4,2025-04,22382,-2768,-0.1237,N,N,N
25347,2025-04-23,9262,1975,3,26760,Returned,NetBanking,3,2025,4,2025-04,3417,23343,6.8314,N,N,N
25348,2025-12-08,5600,704,2,16526,Returned,NetBanking,4,2025,12,2025-12,11176,5350,0.4787,N,N,N
25349,2026-02-21,6629,628,5,42860,Cancelled,NetBanking,2,2026,2,2026-02,50470,-7610,-0.1508,N,N,N
25350,2026-05-04,17742,1779,5,1150,Returned,Card,1,2026,5,2026-05,38830,-37680,-0.9704,N,N,N
25351,2025-10-21,3920,347,3,29400,Delivered,UPI,2,2025,10,2025-10,39927,-10527,-0.2637,Y,N,N
25352,2025-08-15,4859,1290,5,39665,Delivered,UPI,1,2025,8,2025-08,16095,23570,1.4644,Y,N,N
25353,2024-10-11,11597,1347,5,34075,Returned,COD,5,2024,10,2024-10,51105,-17030,-0.3332,N,N,N
25354,2025-12-01,22351,1172,5,49575,Returned,UPI,4,2025,12,2025-12,26880,22695,0.8443,N,Y,N
25355,2024-11-21,17692,1582,3,2214,Delivered,COD,3,2024,11,2024-11,20301,-18087,-0.8909,Y,N,N
25356,2025-03-05,10538,1070,3,10416,Delivered,Card,2,2025,3,2025-03,37716,-27300,-0.7238,Y,N,N
25357,2025-03-06,7126,1255,4,10036,Delivered,Wallet,5,2025,3,2025-03,1416,8620,6.0876,Y,N,N
25358,2024-06-22,17220,801,4,33368,Delivered,Card,1,2024,6,2024-06,7180,26188,3.6474,Y,N,N
25359,2025-05-26,17973,54,1,171,Delivered,NetBanking,5,2025,5,2025-05,5173,-5002,-0.9669,Y,N,N
25360,2024-08-24,10477,1404,4,11628,Cancelled,UPI,3,2024,8,2024-08,13468,-1840,-0.1366,N,N,N
25361,2025-12-27,8468,507,1,2117,Delivered,Wallet,1,2025,12,2025-12,4994,-2877,-0.5761,Y,N,N
25362,2024-07-08,14418,1189,3,20127,Delivered,UPI,2,2024,7,2024-07,7437,12690,1.7063,Y,N,N
25363,2025-10-19,4179,1302,1,2048,Returned,Wallet,5,2025,10,2025-10,11232,-9184,-0.8177,N,N,N
25364,2026-05-14,24397,580,5,25575,Delivered,Wallet,1,2026,5,2026-05,12930,12645,0.978,Y,N,N
25365,2024-06-05,23104,22,3,16908,Delivered,UPI,4,2024,6,2024-06,22290,-5382,-0.2415,Y,N,N
25366,2025-12-24,16742,1696,5,46975,Delivered,NetBanking,2,2025,12,2025-12,41260,5715,0.1385,Y,N,N
25367,2024-01-04,399,649,4,7584,Shipped,NetBanking,1,2024,1,2024-01,15456,-7872,-0.5093,N,N,N
25368,2024-06-27,13489,232,1,2390,Returned,UPI,1,2024,6,2024-06,1191,1199,1.0067,N,N,N
25369,2024-06-10,16964,1610,2,15858,Returned,Card,4,2024,6,2024-06,13488,2370,0.1757,N,N,N
25370,2024-10-13,20673,563,1,1203,Cancelled,COD,3,2024,10,2024-10,449,754,1.6793,N,N,N
25371,2025-10-23,2212,1924,5,15335,Cancelled,UPI,2,2025,10,2025-10,63755,-48420,-0.7595,N,N,N
25372,2024-12-06,12670,810,3,8907,Cancelled,Card,2,2024,12,2024-12,25452,-16545,-0.65,N,N,N
25373,2024-06-25,2229,1270,5,32275,Delivered,COD,5,2024,6,2024-06,22635,9640,0.4259,Y,N,N
25374,2025-05-15,16019,608,3,10605,Delivered,Card,1,2025,5,2025-05,4866,5739,1.1794,Y,N,N
25375,2024-09-03,13066,1062,5,44210,Delivered,Card,2,2024,9,2024-09,70360,-26150,-0.3717,Y,N,N
25376,2024-11-06,17349,1145,3,11070,Cancelled,UPI,1,2024,11,2024-11,34077,-23007,-0.6751,N,N,N
25377,2026-03-13,15136,598,5,18355,Delivered,UPI,2,2026,3,2026-03,65820,-47465,-0.7211,Y,N,N
25378,2026-03-22,23711,231,3,25824,Shipped,Card,5,2026,3,2026-03,1479,24345,16.4604,N,N,N
25379,2025-05-07,5912,340,1,8324,Shipped,Card,5,2025,5,2025-05,1678,6646,3.9607,N,N,N
25380,2026-06-16,1419,1464,4,7124,Shipped,COD,5,2026,6,2026-06,51344,-44220,-0.8612,N,N,N
25381,2026-05-20,11918,1865,3,20052,Returned,Card,3,2026,5,2026-05,22263,-2211,-0.0993,N,N,N
25382,2026-04-18,4399,1569,1,1935,Shipped,Card,2,2026,4,2026-04,1942,-7,-0.0036,N,N,N
25383,2024-12-20,11696,926,2,18446,Returned,NetBanking,2,2024,12,2024-12,12646,5800,0.4586,N,N,N
25384,2025-05-19,23002,1362,4,4916,Delivered,COD,2,2025,5,2025-05,32412,-27496,-0.8483,Y,N,N
25385,2026-04-20,21021,348,4,2744,Returned,Wallet,3,2026,4,2026-04,19308,-16564,-0.8579,N,N,N
25386,2025-05-29,24468,1834,4,11848,Cancelled,COD,2,2025,5,2025-05,27572,-15724,-0.5703,N,N,N
25387,2025-10-07,8866,1645,4,29892,Delivered,UPI,2,2025,10,2025-10,41340,-11448,-0.2769,Y,N,N
25388,2024-12-15,13727,1533,4,31348,Returned,UPI,4,2024,12,2024-12,19472,11876,0.6099,N,N,N
25389,2025-06-30,22104,1325,1,927,Cancelled,COD,1,2025,6,2025-06,10381,-9454,-0.9107,N,N,N
25390,2025-04-18,5936,1280,1,227,Delivered,Card,4,2025,4,2025-04,6506,-6279,-0.9651,Y,N,N
25391,2026-05-03,24467,665,5,37750,Delivered,COD,3,2026,5,2026-05,11010,26740,2.4287,Y,N,N
25392,2026-02-25,12054,1417,5,32225,Shipped,Card,1,2026,2,2026-02,23330,8895,0.3813,N,N,N
25393,2026-02-12,1437,664,2,19068,Delivered,Card,1,2026,2,2026-02,1340,17728,13.2299,Y,N,N
25394,2024-09-12,23240,1779,2,13098,Shipped,Wallet,4,2024,9,2024-09,15532,-2434,-0.1567,N,N,N
25395,2024-10-04,2719,529,4,13180,Delivered,COD,4,2024,10,2024-10,52896,-39716,-0.7508,Y,N,N
25396,2025-02-09,22208,1609,5,35730,Cancelled,NetBanking,3,2025,2,2025-02,56355,-20625,-0.366,N,N,N
25397,2024-11-25,2059,767,1,8036,Delivered,UPI,3,2024,11,2024-11,14297,-6261,-0.4379,Y,N,N
25398,2026-05-11,23404,766,4,30380,Delivered,NetBanking,1,2026,5,2026-05,9648,20732,2.1488,Y,N,N
25399,2024-07-27,24975,1952,2,4428,Delivered,Card,4,2024,7,2024-07,14418,-9990,-0.6929,Y,N,N
25400,2025-06-01,18240,591,5,11315,Shipped,COD,5,2025,6,2025-06,52685,-41370,-0.7852,N,N,N
25401,2024-01-22,5700,1683,3,22782,Delivered,COD,4,2024,1,2024-01,16389,6393,0.3901,Y,N,N
25402,2025-05-28,19169,1912,5,22450,Returned,Card,2,2025,5,2025-05,15405,7045,0.4573,N,N,N
25403,2025-04-28,7613,1018,5,45275,Shipped,Card,3,2025,4,2025-04,40665,4610,0.1134,N,N,N
25404,2026-01-11,14487,1719,3,26298,Delivered,Card,3,2026,1,2026-01,44040,-17742,-0.4029,Y,N,N
25405,2025-09-17,11270,1829,4,38520,Delivered,COD,2,2025,9,2025-09,58120,-19600,-0.3372,Y,N,N
25406,2026-05-25,13411,1321,4,3560,Delivered,NetBanking,4,2026,5,2026-05,10584,-7024,-0.6636,Y,N,N
25407,2026-01-24,17324,44,1,3859,Returned,NetBanking,5,2026,1,2026-01,8251,-4392,-0.5323,N,N,N
25408,2024-10-18,14821,1071,4,21108,Returned,Wallet,3,2024,10,2024-10,7328,13780,1.8805,N,N,N
25409,2024-07-17,10102,1562,1,1399,Cancelled,Card,1,2024,7,2024-07,11277,-9878,-0.8759,N,N,N
25410,2026-04-18,22686,1475,3,642,Delivered,NetBanking,4,2026,4,2026-04,8679,-8037,-0.926,Y,N,N
25411,2024-01-10,14148,208,5,19320,Delivered,Wallet,3,2024,1,2024-01,6150,13170,2.1415,Y,N,N
25412,2026-06-10,4598,1216,4,39664,Delivered,Card,1,2026,6,2026-06,31036,8628,0.278,Y,N,N
25413,2025-09-04,4041,1847,1,9570,Delivered,Card,2,2025,9,2025-09,3410,6160,1.8065,Y,N,N
25414,2024-07-10,3452,1586,5,20440,Delivered,Wallet,5,2024,7,2024-07,60320,-39880,-0.6611,Y,N,N
25415,2026-04-28,16238,914,4,29556,Delivered,Card,3,2026,4,2026-04,10332,19224,1.8606,Y,N,N
25416,2025-08-08,22852,399,2,10610,Delivered,NetBanking,3,2025,8,2025-08,29088,-18478,-0.6352,Y,N,N
25417,2025-09-14,4996,493,5,5975,Returned,Wallet,3,2025,9,2025-09,65350,-59375,-0.9086,N,N,N
25418,2025-08-04,11113,1209,2,18402,Delivered,Card,2,2025,8,2025-08,1426,16976,11.9046,Y,N,N
25419,2024-09-24,19764,985,3,4749,Delivered,UPI,2,2024,9,2024-09,39672,-34923,-0.8803,Y,N,N
25420,2025-07-18,21985,1586,1,6505,Returned,Wallet,5,2025,7,2025-07,12064,-5559,-0.4608,N,N,N
25421,2026-06-27,16757,545,5,18970,Delivered,Card,2,2026,6,2026-06,6860,12110,1.7653,Y,N,N
25422,2024-03-27,12332,1163,5,11870,Returned,Card,2,2024,3,2024-03,43775,-31905,-0.7288,N,N,N
25423,2024-09-25,5478,287,2,224,Shipped,NetBanking,2,2024,9,2024-09,874,-650,-0.7437,N,N,N
25424,2024-04-07,12104,393,4,3252,Cancelled,Card,1,2024,4,2024-04,2000,1252,0.626,N,N,N
25425,2025-03-19,14335,1569,4,34800,Delivered,Wallet,3,2025,3,2025-03,7768,27032,3.4799,Y,N,N
25426,2025-06-01,693,411,1,6320,Returned,COD,1,2025,6,2025-06,3404,2916,0.8566,N,N,N
25427,2024-01-06,12048,429,3,6714,Delivered,Wallet,4,2024,1,2024-01,7650,-936,-0.1224,Y,N,N
25428,2025-08-20,21220,46,3,9189,Delivered,Card,4,2025,8,2025-08,7215,1974,0.2736,Y,N,N
25429,2025-11-28,16428,552,1,8834,Cancelled,Wallet,1,2025,11,2025-11,2706,6128,2.2646,N,N,N
25430,2024-07-25,10169,674,4,18944,Cancelled,Card,2,2024,7,2024-07,4448,14496,3.259,N,N,N
25431,2024-08-02,16767,1821,1,3234,Returned,COD,1,2024,8,2024-08,14695,-11461,-0.7799,N,N,N
25432,2025-12-09,5724,712,5,34485,Delivered,UPI,4,2025,12,2025-12,61345,-26860,-0.4379,Y,N,N
25433,2024-06-06,2352,29,5,40640,Delivered,Card,2,2024,6,2024-06,39850,790,0.0198,Y,N,N
25434,2024-08-10,19331,513,3,28809,Delivered,Card,4,2024,8,2024-08,8859,19950,2.2519,Y,N,N
25435,2026-05-02,15247,1640,4,28632,Delivered,Wallet,1,2026,5,2026-05,46992,-18360,-0.3907,Y,N,N
25436,2024-05-24,11386,557,2,5670,Delivered,Card,2,2024,5,2024-05,15142,-9472,-0.6255,Y,N,N
25437,2024-06-18,16459,1313,4,29712,Cancelled,Card,3,2024,6,2024-06,14728,14984,1.0174,N,N,N
25438,2025-05-21,2417,447,1,9728,Delivered,Card,1,2025,5,2025-05,9144,584,0.0639,Y,N,N
25439,2026-01-19,14300,773,3,17184,Returned,UPI,3,2026,1,2026-01,18237,-1053,-0.0577,N,N,N
25440,2025-08-24,13038,450,1,1051,Delivered,Card,1,2025,8,2025-08,14637,-13586,-0.9282,Y,N,N
25441,2024-12-03,21024,1013,3,21858,Returned,Wallet,2,2024,12,2024-12,39120,-17262,-0.4413,N,N,N
25442,2025-04-04,5397,1373,5,39395,Returned,COD,3,2025,4,2025-04,73510,-34115,-0.4641,N,N,N
25443,2024-01-25,7263,1069,2,10940,Shipped,COD,5,2024,1,2024-01,7772,3168,0.4076,N,N,N
25444,2025-02-26,3338,1778,5,37010,Delivered,NetBanking,1,2025,2,2025-02,21395,15615,0.7298,Y,N,N
25445,2024-04-25,11158,1111,2,15192,Shipped,Card,1,2024,4,2024-04,12410,2782,0.2242,N,N,N
25446,2025-09-13,17634,920,5,34760,Delivered,UPI,5,2025,9,2025-09,51130,-16370,-0.3202,Y,N,N
25447,2024-11-06,19260,1134,5,45165,Cancelled,Wallet,3,2024,11,2024-11,12210,32955,2.699,N,N,N
25448,2025-12-09,982,1660,4,6640,Delivered,UPI,1,2025,12,2025-12,44312,-37672,-0.8502,Y,N,N
25449,2026-06-01,20289,1235,1,7655,Delivered,COD,3,2026,6,2026-06,11911,-4256,-0.3573,Y,N,N
25450,2025-09-15,20026,915,5,28875,Returned,Wallet,1,2025,9,2025-09,29435,-560,-0.019,N,N,N
25451,2024-01-13,4229,161,2,9270,Delivered,UPI,2,2024,1,2024-01,16728,-7458,-0.4458,Y,N,N
25452,2024-12-10,5143,1579,5,15820,Delivered,UPI,2,2024,12,2024-12,31555,-15735,-0.4987,Y,N,N
25453,2025-09-02,13366,1112,5,46690,Delivered,UPI,3,2025,9,2025-09,65425,-18735,-0.2864,Y,N,N
25454,2024-04-26,9132,709,5,4545,Returned,UPI,5,2024,4,2024-04,42870,-38325,-0.894,N,N,N
25455,2026-04-21,7234,1946,2,3920,Delivered,Card,1,2026,4,2026-04,11880,-7960,-0.67,Y,N,N
25456,2025-10-30,14643,593,3,17418,Shipped,COD,4,2025,10,2025-10,4320,13098,3.0319,N,N,N
25457,2024-01-23,48,1419,4,836,Cancelled,Wallet,1,2024,1,2024-01,5256,-4420,-0.8409,N,N,N
25458,2025-08-23,22178,33,2,11974,Cancelled,Card,1,2025,8,2025-08,8528,3446,0.4041,N,N,N
25459,2025-06-20,14775,1611,4,27364,Delivered,NetBanking,2,2025,6,2025-06,2556,24808,9.7058,Y,N,N
25460,2025-05-04,5997,1899,2,19942,Returned,COD,4,2025,5,2025-05,25028,-5086,-0.2032,N,N,N
25461,2026-05-22,24327,953,5,21365,Delivered,Card,5,2026,5,2026-05,11680,9685,0.8292,Y,N,N
25462,2026-04-22,22847,620,4,33420,Delivered,Wallet,5,2026,4,2026-04,52952,-19532,-0.3689,Y,N,N
25463,2026-01-25,2873,73,2,9554,Cancelled,Wallet,2,2026,1,2026-01,17996,-8442,-0.4691,N,N,N
25464,2025-03-27,20179,326,5,23950,Shipped,UPI,3,2025,3,2025-03,67675,-43725,-0.6461,N,N,N
